Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10aa,114432.03,9272.0025,1,2,7,0,,9,9,7.98,4.0,Good,444.51,39.01478410347445,21 Years and 6 Months,No,0.0,101.64930256046962,High_spent_Large_value_payments,1065.5509474395303,2023-02-01
CUS_0x113e,34476.68,2715.056666666667,6,7,24,8,"Personal Loan, Student Loan, Personal Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",36,17,4.48,11.0,Bad,1976.63,23.55350923404709,11 Years and 6 Months,Yes,171.1757589064547,__10000__,Low_spent_Medium_value_payments,147.55738128895217,2023-02-01
CUS_0x1140,14532812.0,914.15,6,10,28,6,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Payday Loan, and Auto Loan",18,19,27.01,14.0,Bad,4128.98,29.370854851559912,6 Years and 11 Months,Yes,24.906263362349712,80.86351180980212,Low_spent_Large_value_payments,255.64522482784815,2023-02-01
CUS_0x1155,158483.48,12927.956666666669,2,1,1508,3,"Home Equity Loan, Payday Loan, and Personal Loan",1,3,2.65,1442.0,Good,471.82,31.462859625731845,28 Years and 3 Months,NM,347.53545957543184,870.8001476671714,Low_spent_Large_value_payments,344.46005942406373,2023-02-01
CUS_0x1252,34132.87,2970.4058333333337,4,6,4,4,"Student Loan, Personal Loan, Not Specified, and Home Equity Loan",7,13,10.89,2.0,Good,187.64,37.948323515588754,21 Years and 2 Months,No,100.08431790291893,378.7462153823724,Low_spent_Small_value_payments,108.21005004804205,2023-02-01
CUS_0x129b,95933.68_,7860.473333333332,4,5,15,7,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Payday Loan",18,10,17.87,5.0,Standard,129.15,34.16585064443529,8 Years and 2 Months,Yes,361.8671108749424,167.71802808017438,High_spent_Large_value_payments,496.4621943782166,2023-02-01
CUS_0x12a6,18158.33,1325.1941666666671,7,9,25,4,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",28,16,16.52,11.0,Bad,1401.91,30.40442383640512,17 Years and 8 Months,Yes,39.76786259442177,142.0480554460051,!@9#%8,240.70349862623985,2023-02-01
CUS_0x135c,134947.24,11293.603333333333,933,6,16,4,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",6,18,8.34,6.0,Standard,1085.51,35.1303232968842,19 Years and 2 Months,Yes,321.22565550471273,362.67251475022414,High_spent_Medium_value_payments,695.4621630783964,2023-02-01
CUS_0x1452,82289.36,6951.446666666668,8,8,22,5,"Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",29,16,18.75,12.0,Bad,4736.25,23.86702720324401,9 Years and 6 Months,Yes,240.7514411019908,187.50390062604055,Low_spent_Medium_value_payments,546.8893249386354,2023-02-01
CUS_0x14d5,71814.28,5976.5233333333335,3,5,10,0,,6,13,6.93,4.0,Good,1434.97,26.421728350976345,33 Years and 3 Months,No,0.0,168.3166710047127,High_spent_Medium_value_payments,679.3356623286206,2023-02-01
CUS_0x15b7,54201.99000000001,4535.8325,6,9,30,3,"Debt Consolidation Loan, Student Loan, and Home Equity Loan",62,24,0.6600000000000001,8.0,Bad,2339.06,29.57612880611063,9 Years and 2 Months,Yes,108.10967431747848,576.8115891045921,Low_spent_Small_value_payments,58.66198657792944,2023-02-01
CUS_0x160a,18094.55,1570.8791666666666,9,10,18,7,"Auto Loan, Not Specified, Mortgage Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",37,19,28.47,12.0,Bad,2673.3,26.329134624010123,8 Years and 3 Months,NM,99.26816949411078,10.799854558594637,High_spent_Large_value_payments,287.01989261396125,2023-02-01
CUS_0x164a,80756.36,6937.696666666668,5,3,7,3,"Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",0,4,6.38,3.0,Good,1356.82,33.51560207664608,29 Years and 5 Months,No,189.1711729447216,70.3308031442382,High_spent_Large_value_payments,674.2676905777067,2023-02-01
CUS_0x16a4,31178.1,2353.175,6,9,24,6,"Student Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, and Not Specified",48,20,_,10.0,_,4815.82,30.664706127978697,6 Years and 2 Months,Yes,144.62971383382686,299.34730678478024,Low_spent_Small_value_payments,81.34047938139288,2023-02-01
CUS_0x17bb,63115.54,4981.628333333333,4,7,2,2,"Credit-Builder Loan, and Auto Loan",21,8,_,5.0,Good,1194.9,28.34716960004469,31 Years and 7 Months,No,54.03375695646738,275.20092041135786,Low_spent_Small_value_payments,458.9281559655081,2023-02-01
CUS_0x185e,21672.79,1788.065833333333,0,133,1,3,"Student Loan, Mortgage Loan, and Personal Loan",7,1,2.65,3.0,Good,572.55,32.632798947091445,19 Years and 4 Months,No,46681.0,30.33901399663139,High_spent_Large_value_payments,337.55181039500786,2023-02-01
CUS_0x1881,39755.36,3188.9466666666667,9,10,27,9,"Mortgage Loan, Not Specified, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, Student Loan, Not Specified, and Debt Consolidation Loan",54,24,4.05,13.0,Bad,1721.47,25.42839797309731,9 Years and 8 Months,Yes,154.22821150292216,325.10631863652196,Low_spent_Medium_value_payments,119.56013652722253,2023-02-01
CUS_0x1899,59908.68,5185.39,3,5,33,5,"Home Equity Loan, Not Specified, Not Specified, Payday Loan, and Credit-Builder Loan",23,12,9.07,17.0,Standard,2561.65,41.791855918703206,14 Years and 10 Months,Yes,201.20865082024133,89.5487684283947,High_spent_Medium_value_payments,477.7815807513641,2023-02-01
CUS_0x18ac,18270.68,1348.5566666666666,7,9,33,6,"Payday Loan, Personal Loan, Student Loan, Home Equity Loan, Student Loan, and Personal Loan",53,18,15.49,8.0,Standard,2021.95,37.75404007707244,13 Years and 7 Months,Yes,90.93654041429086,86.73157256164673,Low_spent_Small_value_payments,247.1875536907291,2023-02-01
CUS_0x18d7,16068.39,1096.0325,10,7,17,5,"Personal Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Student Loan",40,23,22.52,9.0,Bad,3377.65,31.402692650628296,9 Years and 11 Months,Yes,56.412700533373226,73.86873626121589,Low_spent_Medium_value_payments,259.32181320541093,2023-02-01
CUS_0x1902,15819.12,1393.26,5,6,9,0,,17,11,8.95,6.0,Standard,114.81,35.03510517803144,25 Years and 0 Months,No,0.0,86.34952405197359,Low_spent_Medium_value_payments,332.9764759480264,2023-02-01
CUS_0x191b,108625.29,9105.1075,8,6,13,0,,11,16,2.88,3.0,Standard,303.74,39.237801282528174,22 Years and 3 Months,No,0.0,255.37620622046109,Low_spent_Medium_value_payments,935.1345437795391,2023-02-01
CUS_0x1934,9085.09_,980.0908333333332,10,7,34,6,"Debt Consolidation Loan, Not Specified, Student Loan, Payday Loan, Home Equity Loan, and Debt Consolidation Loan",55,22,20.04,15.0,Bad,3708.09,38.00384062068367,14 Years and 2 Months,Yes,26.339556817852262,84.60564122945017,Low_spent_Medium_value_payments,267.06388528603094,2023-02-01
CUS_0x1993,87795.78,7325.315,0,6,8,0,,10,11,2.59,2.0,Good,448.95,34.49874494358982,29 Years and 11 Months,No,0.0,122.2615603196072,High_spent_Medium_value_payments,860.2699396803928,2023-02-01
CUS_0x19a8,30683.42,2222.806019052605,4,6,15,2,"Debt Consolidation Loan, and Not Specified",27,9,10.62,4.0,_,7.24,35.92430921751809,26 Years and 5 Months,No,222.03010380916228,174.14442532950318,High_spent_Small_value_payments,375.93473052812266,2023-02-01
CUS_0x1a18,16724.855,1490.737916666667,7,4,11,2,"Credit-Builder Loan, and Mortgage Loan",6,17,_,5.0,Standard,1008.14,37.28378928429913,20 Years and 0 Months,Yes,18.492570956470832,76.2525194269531,Low_spent_Large_value_payments,324.3287012832427,2023-02-01
CUS_0x1b9a,29892.37,2664.030833333333,7,3,13,2,"Credit-Builder Loan, and Credit-Builder Loan",7,8,16.11,5.0,Standard,695.39,24.44201616003801,31 Years and 9 Months,Yes,29.95982727237482,65.6948713536293,High_spent_Medium_value_payments,420.7483847073292,2023-02-01
CUS_0x1c47,15604.245,1554.35375,4,3,11,4,"Not Specified, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",8,8,1.64,3.0,Good,1065.71,28.094776794008595,28 Years and 4 Months,NM,47.62919148151226,45.82338315574214,High_spent_Small_value_payments,321.98280036274565,2023-02-01
CUS_0x1c61,96540.69_,8068.0575,4,3,9,0,,9,2,6.39,7.0,Good,582.53,28.032710976970957,15 Years and 10 Months,No,0.0,108.69075473721695,High_spent_Medium_value_payments,948.114995262783,2023-02-01
CUS_0x1dbd,17169.365,1282.7804166666667,4,3,20,0,,23,12,5.65,3.0,Standard,938.18,28.719400398226966,30 Years and 8 Months,No,0.0,118.5581919627364,Low_spent_Small_value_payments,299.71984970393027,2023-02-01
CUS_0x1de6,40445.44,3152.453333333333,8,6,33,6,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",51,22,19.06,14.0,Bad,3484.72,22.826576912467395,11 Years and 10 Months,Yes,123.10067684437394,150.56017203699918,Low_spent_Small_value_payments,331.5844844519602,2023-02-01
CUS_0x1e5e,28501.86,2395.155,4,2,10,2,"Home Equity Loan, and Auto Loan",5,0,10.78,0.0,Good,1045.3,25.9918493792884,24 Years and 5 Months,No,29.153764836212968,154.94351572881854,Low_spent_Medium_value_payments,335.4182194349685,2023-02-01
CUS_0x1ef7,20316.57,1926.0475,3,8,24,3,"Debt Consolidation Loan, Not Specified, and Auto Loan",20,12,12.07,13.0,Standard,2584.09,36.37670373042561,8 Years and 5 Months,Yes,45.78906263015938,158.07110379298246,Low_spent_Small_value_payments,278.7445835768582,2023-02-01
CUS_0x1eff,12410.005,1097.1670833333333,3,5,11,7,"Payday Loan, Home Equity Loan, Not Specified, Not Specified, Payday Loan, Mortgage Loan, and Payday Loan",29,19,19.5,6.0,Standard,1286.88,26.041131572293533,19 Years and 0 Months,Yes,41.75602566256293,66.63673757492323,Low_spent_Small_value_payments,291.3239450958472,2023-02-01
