Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1044,33441.59,2748.799166666666,2,4,1,0,,1,4,9.58,5.0,_,154.96,35.984108540767004,31 Years and 11 Months,No,0.0,229.53226071473443,Low_spent_Small_value_payments,335.34765595193227,2023-06-01
CUS_0x104e,19180.87,1688.405833333333,8,4,18,4,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",5,17,9.32,6.0,Standard,1127.57,29.46533771819808,25 Years and 2 Months,No,57.36421100960239,107.98322725525713,High_spent_Small_value_payments,263.49314506847384,2023-06-01
CUS_0x105c,127617.6,10596.8,0,4,5,3,"Not Specified, Mortgage Loan, and Payday Loan",3,6,12.22,0.0,Good,542.91,39.87736764081963,24 Years and 4 Months,No,211.05460599751723,__10000__,High_spent_Medium_value_payments,861.6006703641515,2023-06-01
CUS_0x10ee,12660.16,909.0133333333332,5,7,15,0,,8,14,15.1,2.0,Standard,456.02,33.46263115825526,25 Years and 4 Months,No,0.0,__10000__,!@9#%8,338.2549367415748,2023-06-01
CUS_0x1136,37360.94,2864.411666666667,10,5,33,5,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",44,12,_,11.0,Standard,1271.23,36.19634556049452,11 Years and 10 Months,Yes,93.34174656716053,254.47810388792874,Low_spent_Small_value_payments,228.62131621157747,2023-06-01
CUS_0x1154,7645.095_,632.0912500000002,9,9,19,5,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",42,18,21.14,10.0,Bad,2869.83,24.63934637515448,12 Years and 2 Months,Yes,17.487851054475886,48.62391275641062,Low_spent_Small_value_payments,287.0973611891135,2023-06-01
CUS_0x1156,10060.015,1103.3345833333333,3,9,17,6,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18,12,9.29,15.0,Standard,1971.81,26.65609993818429,10 Years and 10 Months,Yes,32.28432276915212,72.27556199955825,High_spent_Small_value_payments,265.773573564623,2023-06-01
CUS_0x119e,63601.48,5400.123333333334,3,7,15,6,"Auto Loan, Mortgage Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",26,13,19.49,6.0,Standard,1191.91,25.704061995632163,19 Years and 9 Months,Yes,184.6916345620093,121.51704235490244,High_spent_Large_value_payments,473.8036564164217,2023-06-01
CUS_0x128e,20232.11,1918.009166666667,5,3,6,5,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, and Mortgage Loan",9,20,15.86,7.0,Standard,1104.6,29.79703171752677,9 Years and 4 Months,Yes,48.65776554649244,126.78796942885471,Low_spent_Large_value_payments,286.3551816913196,2023-06-01
CUS_0x1319,138613.48,11706.123333333337,7,5,10,3,"Personal Loan, Personal Loan, and Personal Loan",19,20,6.49,4.0,_,768.69,31.69324507637123,17 Years and 10 Months,No,182.1762394242338,409.1683042628544,High_spent_Small_value_payments,839.2677896462453,2023-06-01
CUS_0x1329,160573.56,13293.13,1,2,8,1,Mortgage Loan,12,3,2.01,4.0,Good,551.26,38.73971091731583,19 Years and 10 Months,No,121.17893736436994,386.78410634098816,High_spent_Medium_value_payments,1071.349956294642,2023-06-01
CUS_0x142f,17250.52,1682.543333333333,1,6,10,3,"Personal Loan, Payday Loan, and Mortgage Loan",15,5,4.86,1.0,_,1308.31,24.91900237018997,30 Years and 1 Months,No,24.325882300597872,132.80717848131528,Low_spent_Large_value_payments,281.1212725514202,2023-06-01
CUS_0x145c,41588.74,3201.728333333333,5,3,7,2,"Debt Consolidation Loan, and Personal Loan",14,6,8.95,6.0,Good,630.25,37.95536601491455,26 Years and 11 Months,No,61.942865755910894,48.676018837979676,High_spent_Medium_value_payments,459.55394873944266,2023-06-01
CUS_0x149e,78156.39,6526.0325,5,259,8,4_,"Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",9,18,6.34,4.0,_,884.79,29.80776345076997,24 Years and 6 Months,No,154.79813836992918,651.1103949823222,Low_spent_Medium_value_payments,126.69471664774885,2023-06-01
CUS_0x14ca,122028.48,9899.04,2,7,8,3,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",28,11,10.35,9.0,Good,53.04,35.70741540929008,25 Years and 10 Months,No,290.51853718170645,79.7724499037232,High_spent_Large_value_payments,859.6130129145703,2023-06-01
CUS_0x157a,59662.98,4777.915,7,4,16,3_,"Auto Loan, Mortgage Loan, and Mortgage Loan",24,8,8.59,6.0,Standard,634.86,25.96965325543169,6 Years and 3 Months,Yes,85.60171470621269,__10000__,High_spent_Medium_value_payments,451.4414032920175,2023-06-01
CUS_0x1585,18426.025,1513.5020833333335,6,6,14,6,"Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",13,19_,9.67,9.0,Standard,364.1,38.2339152290097,12 Years and 9 Months,Yes,78.42828579099908,55.72311536666532,!@9#%8,297.19880717566895,2023-06-01
