Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x102e,50807.44,4197.953333333334,8,4,11,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Home Equity Loan",12,9,2.6,4.0,_,869.59,30.311454014148158,22 Years and 10 Months,NM,88.75991924748364,65.27556452739218,High_spent_Medium_value_payments,515.7598495584575,2024-04-01
CUS_0x109d,49140.87,4377.0725,10,6,27,6,"Not Specified, Not Specified, Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",35,18,16.66,11.0,Bad,2950.8,31.16378561923996,6 Years and 6 Months,NM,154.17242632517255,301.5937949187359,Low_spent_Small_value_payments,271.94102875609155,2024-04-01
CUS_0x112e,20162.26,1872.188333333333,8,4,11,4_,"Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",13,10,1.71,2.0,Standard,660.26,34.49702609636193,19 Years and 9 Months,No,66.24488172410403,209.33968673482013,Low_spent_Small_value_payments,201.63426487440918,2024-04-01
CUS_0x1183,134393.73,10944.4775,1,3,12,2,"Credit-Builder Loan, and Mortgage Loan",13,-1,11.49,3.0,Good,945.29,34.951282585470125,25 Years and 8 Months,No,136.0306304787093,178.10099644066003,High_spent_Medium_value_payments,1030.3161230806306,2024-04-01
CUS_0x1220,128494.52,10580.876666666669,4,4,9,2,"Student Loan, and Mortgage Loan",0,0_,10.33,3.0,Good,722.25,31.238780973394945,28 Years and 8 Months,No,176.90460970962792,__10000__,High_spent_Large_value_payments,995.2348625854976,2024-04-01
CUS_0x1226,11421.51,1030.7925,5,3,14,3,"Student Loan, Payday Loan, and Home Equity Loan",19,15,15.72,7.0,_,1278.12,24.01655809850224,30 Years and 2 Months,Yes,20.892935942627965,55.88990034598506,!@9#%8,316.296413711387,2024-04-01
CUS_0x1343,125280.36,10704.03,0,5,3,4,"Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",2,5,11.69,0.0,Good,1388.43,32.426284137939646,22 Years and 3 Months,No,305.722776200006,145.34336201210874,High_spent_Large_value_payments,859.3368617878853,2024-04-01
CUS_0x13c7,69341.52,5919.46,3,3,11,1,Not Specified,13,9,7.58,8.0,Standard,302.75,41.310443588996094,15 Years and 10 Months,No,54.60540123017218,328.36645268010443,!@9#%8,468.9741460897234,2024-04-01
CUS_0x13d5,124183.56,10156.63,7,5,5,2,"Payday Loan, and Student Loan",12,17,11.19,6.0,Good,247.96,37.84311828137015,31 Years and 4 Months,NM,156.30495165285998,78.03561973516958,High_spent_Large_value_payments,1021.3224286119704,2024-04-01
CUS_0x1422,57877.95,4531.1625,8,10,15,5,"Home Equity Loan, Not Specified, Not Specified, Debt Consolidation Loan, and Mortgage Loan",19,13,14.36,15.0,Standard,1805.92,34.802380380094945,20 Years and 0 Months,Yes,204.4724625889849,294.4347682469838,Low_spent_Small_value_payments,244.2090191640313,2024-04-01
CUS_0x14ce,17776.2,1727.35,955,6,34,5,"Student Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, and Payday Loan",51,12,16.99,14.0,Standard,2221.13,26.029248840375608,18 Years and 11 Months,Yes,57.275959322842034,__10000__,Low_spent_Small_value_payments,346.8038665689816,2024-04-01
CUS_0x1528,19344.27,1541.0225,5,3,8,1,Student Loan,14,13,3.28,2.0,Standard,861.19,36.69148954631649,27 Years and 10 Months,No,12.23465090770387,59.053934024676416,Low_spent_Small_value_payments,249.12525067389424,2024-04-01
CUS_0x1534,24482.38,2242.1983333333333,6,4,9,1,Student Loan,25,20,8.31,8.0,_,725.13,24.2025689114208,25 Years and 8 Months,Yes,15.625747735807051,119.79954845181094,High_spent_Small_value_payments,348.7945371457154,2024-04-01
CUS_0x1628,17446.07,1245.8391666666666,6,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",20,20,7.23,8.0,Standard,2239.2,23.459631480359725,15 Years and 3 Months,Yes,73.0994173839119,113.6611442061258,Low_spent_Small_value_payments,227.82335507662896,2024-04-01
CUS_0x16cf,17206.61,1523.884166666667,10,8,33,8,"Student Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Not Specified, Payday Loan, and Auto Loan",38,16,1.85,10.0,_,3218.04,32.329236291759045,9 Years and 8 Months,Yes,65.32208336856283,204.46870620197438,Low_spent_Small_value_payments,172.59762709612954,2024-04-01
CUS_0x16d4,174353.0,14739.416666666664,2,4,6,3,"Debt Consolidation Loan, Payday Loan, and Student Loan",16,10,8.75,2.0,Good,405.65,36.92759723458374,29 Years and 5 Months,No,380.72249029763833,284.81621692738133,!@9#%8,1048.4029594416472,2024-04-01
