Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1026,170614.28,14463.856666666668,2,6,9,2,"Payday Loan, and Auto Loan",0,5,0.73,3.0,Good,849.69,31.75752065713533,20 Years and 8 Months,No,208.90747938201577,184.27787149576235,High_spent_Medium_value_payments,1303.2003157888887,2023-10-01
CUS_0x109b,31641.93,2610.8275,4,6,7,3,"Personal Loan, Student Loan, and Personal Loan",25,12,3.3699999999999988,1.0,Standard,583.6,40.34938872423535,20 Years and 5 Months,No,60.33629926519114,84.09047925785762,Low_spent_Small_value_payments,344.6589324314184,2023-10-01
CUS_0x10ff,16341.075,1292.75625,4,4,6,2,"Auto Loan, and Student Loan",8,20,_,4.0,Standard,684.05,39.405195444591534,17 Years and 1 Months,No,16.960460461757126,151.95412763565508,Low_spent_Small_value_payments,250.36103690258773,2023-10-01
CUS_0x1100,43062.54_,3607.545,6,10,23,2,"Mortgage Loan, and Student Loan",55,20,19.05,13.0,Standard,2169.75,30.04262296575237,15 Years and 3 Months,Yes,47.499818741612366,71.94658528758634,High_spent_Medium_value_payments,491.30809597080133,2023-10-01
CUS_0x112f,75506.42,6050.201666666668,1,4,5,1,Auto Loan,1,2,3.44,7.0,Good,1069.19,39.848918502421775,23 Years and 8 Months,No,60.903643233171024,278.2980758592782,Low_spent_Small_value_payments,555.8184475742175,2023-10-01
CUS_0x1134,15279.545,1517.7916271206154,0,5,8,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",1,4,6.99,7.0,Good,168.35,27.60211956243887,30 Years and 10 Months,No,76.53930322159488,17.680099486789082,!@9#%8,349.81392850433366,2023-10-01
CUS_0x1168,76440.52,6647.043333333334,0,4,9,2,"Mortgage Loan, and Student Loan",7,2,10.85,4.0,Good,998.47,36.402362376494544,20 Years and 9 Months,No,96.74970978904616,547.8585912822699,Low_spent_Medium_value_payments,300.0960322620174,2023-10-01
CUS_0x12e7,46874.85000000001,4082.237500000001,9,5,15,-100,"Payday Loan, and Personal Loan",50,21,8.0,9.0,Bad,1913.66,34.61525702569519,17 Years and 10 Months,Yes,70.54051853521419,146.9862280573053,Low_spent_Large_value_payments,460.6970034074806,2023-10-01
CUS_0x138e,85918.76,7210.896666666666,3,4,2,4,"Credit-Builder Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",19,13,3.46,2.0,Good,351.62,25.234645570850518,26 Years and 0 Months,No,276.1133391293834,47.314427205140525,High_spent_Large_value_payments,637.6619003321427,2023-10-01
CUS_0x147c,39357.45_,3125.7875,3,4,6,3,"Payday Loan, Payday Loan, and Home Equity Loan",10,4,8.16,2.0,_,1170.76,35.48153731510921,25 Years and 4 Months,No,85.72237198656481,83.45784436430965,Low_spent_Large_value_payments,413.39853364912557,2023-10-01
CUS_0x1498,53869.44,4359.12,9,9,24,9,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Personal Loan, and Home Equity Loan",20,18,24.05,12.0,Bad,4404.08,26.43925976935648,9 Years and 10 Months,Yes,253.212563285168,__10000__,High_spent_Medium_value_payments,292.0164258572154,2023-10-01
CUS_0x14f5,36348.06_,3265.005,6,5,32,9,"Payday Loan, Not Specified, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",50,22,5.07,9.0,Bad,4974.81,33.61150652706444,3 Years and 11 Months,Yes,149.399918197992,305.48160419168886,Low_spent_Medium_value_payments,151.61897761031906,2023-10-01
CUS_0x16a5,10027.07_,896.5891666666665,8,5,9,3,"Auto Loan, Mortgage Loan, and Home Equity Loan",9,17,1.77,5.0,Standard,168.72,23.312242334320512,21 Years and 2 Months,No,73384.0,32.743223333030315,Low_spent_Medium_value_payments,323.5543351811241,2023-10-01
CUS_0x16d3,34204.91,3056.409166666667,4,5,10,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",22,-3,_,4.0,Good,1319.24,28.15034609786644,32 Years and 9 Months,No,73.3462592041708,115.02941747170291,High_spent_Medium_value_payments,367.2652399907929,2023-10-01
CUS_0x1748,179987.28,14816.94,5,5,8,4,"Mortgage Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",14,8,-3.46,1.0,Good,741.28,43.9624320861794,21 Years and 2 Months,No,417.8439911050921,135.95535207562259,High_spent_Large_value_payments,1167.8946568192855,2023-10-01
CUS_0x1773,17663.535,1767.96125,0,3,3,1,Auto Loan,6,9,4.39,1.0,Good,1327.57,32.73516486758544,18 Years and 5 Months,No,10.62922999532211,70.52374394209356,Low_spent_Large_value_payments,365.64315106258437,2023-10-01
CUS_0x188f,14311.415,1472.6179166666668,2,7,9,0,,1,8,9.31,7.0,_,541.18,32.38957791649613,25 Years and 11 Months,No,0.0,76.07201180359164,Low_spent_Small_value_payments,361.1897798630751,2023-10-01
CUS_0x18af,56604.96,4515.08,6,8,19,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Student Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, and Mortgage Loan",20,19,6.09,11.0,Bad,4870.27,34.17053613265749,2 Years and 11 Months,Yes,374.1427095468441,147.7006897543536,Low_spent_Medium_value_payments,209.6646006988024,2023-10-01
CUS_0x1912,157577.0,12912.416666666664,5,1,6,1,Not Specified,8,5,10.46,4.0,Good,527.54,37.04668561800332,24 Years and 2 Months,No,73.21934851413806,324.9462319383943,High_spent_Large_value_payments,1133.0760862141344,2023-10-01
CUS_0x191f,14957.52,1387.46,1275,6,12,1,Student Loan,23,9,4.64,4.0,Standard,1015.61,25.30476759462252,30 Years and 2 Months,No,8.39085635551636,54.59381576424482,Low_spent_Large_value_payments,345.7613278802388,2023-10-01
CUS_0x193e,107864.34,8852.695,4,5,20,7,"Payday Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Auto Loan, and Not Specified",9,9,18.32,9.0,_,24.17,33.052385853924825,6 Years and 10 Months,Yes,380.02995221925727,165.94071286188142,High_spent_Medium_value_payments,589.2988349188612,2023-10-01
CUS_0x1979,87843.69,7280.3075,1,4,2,3,"Personal Loan, Mortgage Loan, and Payday Loan",11,3,0.64,3.0,Good,1009.12,26.03241770189046,15 Years and 11 Months,No,66581.0,455.70790077580904,Low_spent_Small_value_payments,408.62969460595383,2023-10-01
CUS_0x19d4,22751.59,1759.9658333333334,7,5,12,4,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",13,14,6.75,3.0,_,1429.63,26.18023249267971,20 Years and 10 Months,No,38.35028233020224,89.80981176684256,Low_spent_Medium_value_payments,327.8364892362885,2023-10-01
CUS_0x1aaf,42474.48_,3101.080413995829,8,5,29,2,"Not Specified, and Not Specified",19,19,10.66,7.0,Standard,2637.96,25.338661311513743,12 Years and 9 Months,NM,499.92924442554977,43.398544156566636,High_spent_Large_value_payments,507.785797422054,2023-10-01
CUS_0x1abb,70217.08,5874.423333333332,9,7,28,5,"Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",40,15,20.82,11.0,Bad,3100.0,27.245237386267394,9 Years and 10 Months,Yes,168.95555188558828,138.93205472165036,High_spent_Medium_value_payments,529.5547267260946,2023-10-01
CUS_0x1b00,59939.52_,4721.96,3,5,16,0,,7,21,12.23,4.0,Standard,1338.53,30.61324929984964,31 Years and 10 Months,Yes,0.0,77.72968898951035,High_spent_Medium_value_payments,644.4663110104897,2023-10-01
CUS_0x1b6d,16753.63_,1564.1358333333335,6,9,23,9,"Credit-Builder Loan, Student Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",37,25,2.86,7.0,_,3536.44,31.83451493629016,12 Years and 11 Months,Yes,85.55890321516442,62.761925858355895,Low_spent_Small_value_payments,298.0927542598131,2023-10-01
CUS_0x1b99,18264.11,1621.009166666667,5,5,15,7,"Payday Loan, Credit-Builder Loan, Not Specified, Not Specified, Auto Loan, Credit-Builder Loan, and Home Equity Loan",23,18,16.98,9.0,Standard,2622.13,38.13131351887966,12 Years and 10 Months,Yes,90.81220497986294,61.568439294185325,Low_spent_Large_value_payments,279.7202723926184,2023-10-01
CUS_0x1baf,111896.16,9571.68,8,7,17,0,,26,13,9.79,10.0,_,978.3,36.87234981154173,18 Years and 8 Months,Yes,0.0,453.0444747164164,Low_spent_Medium_value_payments,784.1235252835837,2023-10-01
CUS_0x1be0,37443.13,3091.2608333333333,2,4,7,0,,18,1,7.33,2.0,_,843.53,25.065100994693907,25 Years and 9 Months,NM,0.0,383.263700975454,Low_spent_Small_value_payments,215.86238235787928,2023-10-01
CUS_0x1c1c,107626.59,9095.8825,3,5,11,3,"Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",28,14,11.1,8.0,Standard,914.63,28.90267359351688,18 Years and 11 Months,Yes,163.80279430012405,__10000__,High_spent_Large_value_payments,791.6333165379428,2023-10-01
CUS_0x1c7d,19704.16,1740.013333333333,9,9,33,5,"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, and Student Loan",33,24,19.55,11.0,Bad,4866.57,33.534535462749766,5 Years and 10 Months,Yes,73.40603533463528,19.41423877890102,High_spent_Medium_value_payments,331.18105921979696,2023-10-01
CUS_0x1d1f,16774.54,1654.878333333333,8,3,16,3,"Personal Loan, Mortgage Loan, and Payday Loan",6,10,17.38,10.0,Standard,156.87,30.81882211281991,17 Years and 2 Months,Yes,22.19408862662877,23.944267801889023,High_spent_Medium_value_payments,369.3494769048156,2023-10-01
CUS_0x1d9e,75994.22,6301.8516666666665,1,4,7,1,Student Loan,11,5,5.92,3.0,Good,111.75,26.021522902177967,27 Years and 9 Months,No,51.7028250812161,140.12295502007223,High_spent_Large_value_payments,678.3593865653783,2023-10-01
CUS_0x1e06,29605.9,2579.1583333333333,8,6,16,3,"Payday Loan, Home Equity Loan, and Payday Loan",21,8,_,8.0,Standard,786.55,34.808148050292786,31 Years and 2 Months,Yes,53.92845731545354,198.15060882627452,Low_spent_Small_value_payments,295.8367671916053,2023-10-01
CUS_0x1e0f,20660.16,1995.68,1,1,5424,2,"Mortgage Loan, and Credit-Builder Loan",1,9,6.59,4.0,_,542.16,36.80539886100951,18 Years and 7 Months,No,33.878701096384674,224.7290764846028,Low_spent_Small_value_payments,230.96022241901244,2023-10-01
CUS_0x1f24,8938.07,678.8391666666666,6,9,34,7,"Student Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Not Specified",59,25,27.81,13.0,Bad,4343.23,34.286043676796204,2 Years and 10 Months,Yes,33.67769685087954,59.84075372890538,Low_spent_Small_value_payments,264.36546608688167,2023-10-01
CUS_0x1f66,67730.0_,5697.166666666668,4,5,8,0,,10,3,1.63,3.0,Good,626.34,32.90680700156782,27 Years and 11 Months,NM,0.0,198.98795911119822,High_spent_Medium_value_payments,620.7287075554684,2023-10-01
CUS_0x1ffc,33089.51,3019.459166666667,4,3,10,1,Not Specified,19,10,9.32,4.0,Standard,557.02,28.03164818733003,27 Years and 9 Months,Yes,15.654128837035088,43.78067083933071,High_spent_Medium_value_payments,492.5111169903009,2023-10-01
