Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x100b,113781.38999999998,9549.7825,1,4,1,0,,14,8,8.34,4.0,Good,1030.2,28.59294254083936,15 Years and 10 Months,No,0.0,617.0792665202719,High_spent_Small_value_payments,597.8989834797281,2024-03-01
CUS_0x1096,12931.56,1348.63,4,4,9,3,"Not Specified, Debt Consolidation Loan, and Home Equity Loan",18,20,18.51,3.0,Standard,752.86,27.70974959154035,21 Years and 4 Months,Yes,20.579154708485927,105.56661253457969,Low_spent_Small_value_payments,298.7172327569344,2024-03-01
CUS_0x111c,71809.76,6168.1466666666665,7,7,17,8,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Personal Loan",52,15,1.58,7.0,_,4439.92,34.46230520977181,6 Years and 11 Months,Yes,297.91768403000606,91.859365807689,High_spent_Large_value_payments,467.0376168289717,2024-03-01
CUS_0x112d,14728.21,1480.3508333333332,10,9,31,-100,"Payday Loan, Personal Loan, Not Specified, Not Specified, and Personal Loan",49,11,9.27,7.0,_,2390.37,31.96601770183103,16 Years and 11 Months,Yes,41.58565127954797,103.2308182853155,Low_spent_Small_value_payments,311.19730867353246,2024-03-01
CUS_0x1204,18829.82,1578.1516666666666,8,8,24,4,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",23,6,12.36,13.0,Standard,1752.02,28.93620104070208,9 Years and 0 Months,Yes,34.90700760005657,145.31630497463223,Low_spent_Large_value_payments,282.95022071375047,2024-03-01
CUS_0x12af,33799.36,2944.613333333333,5,3,19,4,"Personal Loan, Not Specified, Mortgage Loan, and Personal Loan",15,13,22.35,5.0,Standard,173.76,28.18336167434736,6 Years and 11 Months,Yes,75.09807764471795,235.3823394199225,Low_spent_Large_value_payments,253.98091626869288,2024-03-01
CUS_0x12cb,45188.52,3868.7100000000014,9,10,22,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",44,20,10.45,11.0,Standard,1960.28,30.69063148859857,15 Years and 5 Months,Yes,154.35745842806455,150.50010605555238,High_spent_Small_value_payments,342.0134355163832,2024-03-01
CUS_0x12fc,128450.32,10943.193333333336,1,5,4,3,"Home Equity Loan, Student Loan, and Personal Loan",8,2,6.66,4.0,Good,23.79,29.21807000248537,30 Years and 9 Months,NM,161.48753156568546,845.0663810926379,Low_spent_Medium_value_payments,367.7654206750102,2024-03-01
CUS_0x144c,15948.285,1625.02375,4,4,5,3,"Auto Loan, Student Loan, and Payday Loan",8,9,3.42,6.0,Good,1068.42,38.7493658781141,25 Years and 2 Months,No,23.8132113210086,29.66795636359964,High_spent_Medium_value_payments,359.02120731539185,2024-03-01
CUS_0x1546,15359.33,1484.3629985146094,7,5,13,6,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Not Specified",25,10,13.11,6.0,Standard,1631.85,28.52920702810998,15 Years and 0 Months,Yes,127.58726029025964,45.81243864892053,Low_spent_Medium_value_payments,335.9758858795434,2024-03-01
