Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1011,58918.47,5208.8725,3,3,17,3,"Student Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,13,14.42,7.0,Standard,473.14,27.82995907548726,15 Years and 10 Months,Yes,123.43493879634316,383.35084463651407,Low_spent_Medium_value_payments,294.1014665671429,2023-11-01
CUS_0x1018,61194.81,5014.5675,7,7,23,8,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",19,22,28.63,8.0,Bad,2773.09,27.268457710529688,14 Years and 3 Months,Yes,225.3686913764476,166.53062988488216,High_spent_Medium_value_payments,359.55742873867035,2023-11-01
CUS_0x1041,8978.11,894.1758333333332,8,8,30,9,"Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Student Loan",50,17,18.48,10.0,Bad,4913.15,37.74656726266676,10 Years and 5 Months,Yes,57.67965790681974,43.56585814621352,High_spent_Small_value_payments,248.1720672803001,2023-11-01
CUS_0x105b,34428.21,2289.593700256465,2,4,8,0,,8,11,8.51,0.0,_,180.7,35.13053991265236,27 Years and 6 Months,No,285.4237997435352,61.13170395137558,!@9#%8,446.3700460486243,2023-11-01
CUS_0x107c,49718.55_,4179.2125,7,10,27,6_,"Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",27,17,10.5,7.0,Bad,1920.25,30.10963834234661,14 Years and 0 Months,Yes,231.95678064503065,430.88393873056435,Low_spent_Small_value_payments,45.080530624405014,2023-11-01
CUS_0x1107,28952.76,2338.73,7,9,21,8,"Personal Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",38,25,2.46,16.0,Bad,2717.85,28.629538257401137,1 Years and 2 Months,Yes,155.77998901144184,56.7778041826906,!@9#%8,261.3152068058676,2023-11-01
CUS_0x117f,93847.86_,7599.655,3,4,12,3,"Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",14,10,11.52,5.0,Standard,1405.22,28.96635604822284,16 Years and 5 Months,No,196.7267019001216,522.5572278752046,Low_spent_Large_value_payments,310.68157022467386,2023-11-01
CUS_0x11a4,44295.54,3677.295,8,6,30,2,"Credit-Builder Loan, and Student Loan",38,21,8.96,8.0,Standard,1280.42,37.28447193197264,12 Years and 9 Months,Yes,65.57597408241918,74.61308704536044,High_spent_Medium_value_payments,477.54043887222036,2023-11-01
CUS_0x123d,7703.635,651.9695833333334,6,8,18,6,"Auto Loan, Home Equity Loan, Student Loan, Home Equity Loan, Home Equity Loan, and Student Loan",54,19,16.05,15.0,Bad,3044.94,26.701651896312512,2 Years and 8 Months,Yes,32.08109830785891,49.094964194968846,Low_spent_Small_value_payments,274.0208958305056,2023-11-01
CUS_0x1281,8780.975,435.7479166666667,5,4,20,6,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Not Specified, Student Loan, and Debt Consolidation Loan",16,8,14.82,4.0,Standard,851.71,38.95839469679362,11 Years and 3 Months,Yes,36.74831397560092,52.84878986594918,Low_spent_Small_value_payments,243.9776878251166,2023-11-01
CUS_0x12fa,87876.27,7232.0225,4,5,15,0,,10,16,7.6,5.0,Standard,502.29,36.81954810092673,22 Years and 11 Months,Yes,0.0,386.4780094511793,!@9#%8,606.7242405488207,2023-11-01
CUS_0x1358,59304.2,4972.016666666666,10,10,24,3,"Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",62,25,2.47,16.0,Bad,1945.03,28.25358621635981,13 Years and 0 Months,Yes,54454.0,430.3098510193045,Low_spent_Small_value_payments,280.0165337936698,2023-11-01
CUS_0x1367,142635.52,11708.293333333331,0,5,12,3,"Personal Loan, Auto Loan, and Mortgage Loan",13,10,8.45,5.0,Good,462.69,38.009116168848855,20 Years and 11 Months,No,308.4094298147262,86.49012339659386,High_spent_Large_value_payments,1015.9297801220132,2023-11-01
CUS_0x13b2,21440.93,1555.7441666666666,5,3,9,3,"Payday Loan, Personal Loan, and Auto Loan",27,9,6.15,3.0,Standard,969.29,28.296316425701196,33 Years and 2 Months,No,35.27302502352533,51.9057346860095,Low_spent_Medium_value_payments,348.3956569571318,2023-11-01
CUS_0x13bc,10885.15,611.0958333333333,5,5,5,1,Debt Consolidation Loan,18,15,9.0,4.0,Standard,246.22,34.03570757557313,14 Years and 10 Months,Yes,6.6065179827057605,36.640367339025374,Low_spent_Small_value_payments,307.86269801160216,2023-11-01
CUS_0x1416,29651.23,2460.935833333333,6,5,6,2,"Home Equity Loan, and Not Specified",14,15,1.6199999999999992,2.0,Standard,1217.99,23.16531584588695,27 Years and 10 Months,No,37.90300631081737,36.60951815212416,High_spent_Large_value_payments,411.58105887039187,2023-11-01
CUS_0x14c1,130220.08,11141.673333333334,6,3,14,3,"Home Equity Loan, Personal Loan, and Debt Consolidation Loan",23,17,2.17,4.0,Standard,410.1,34.41841759383175,29 Years and 11 Months,Yes,245.9244924642511,282.358026649812,Low_spent_Large_value_payments,855.8848142192703,2023-11-01
CUS_0x14ea,89338.36,7329.080911590103,4,5,10,3,"Home Equity Loan, Payday Loan, and Auto Loan",12,3,2.3,3.0,Good,915.14,35.0601248211456,19 Years and 10 Months,No,561.1987988677749,143.64178174957485,High_spent_Small_value_payments,741.0281744592139,2023-11-01
CUS_0x159f,26625.58,2161.7983333333336,6,6,9,6,"Not Specified, Not Specified, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",12,10,18.59,4.0,Standard,1317.79,40.8399777589543,11 Years and 0 Months,Yes,122.6345201446478,93.11655794795297,High_spent_Small_value_payments,260.4287552407326,2023-11-01
CUS_0x1604,16632.745,1209.0620833333332,0,3,6,-100,Auto Loan,3,0,6.24,7.0,Good,1415.37,24.659304160040666,21 Years and 4 Months,No,7.991650369121829,78.17056322937674,Low_spent_Large_value_payments,304.7439947348348,2023-11-01
CUS_0x1807,26515.99,2083.665833333333,4,6,13,1,Mortgage Loan,19,20,1.11,6.0,Standard,1150.9,28.244307503148388,18 Years and 9 Months,No,11.483824398464586,33.81903270203583,!@9#%8,403.06372623283295,2023-11-01
CUS_0x181c,16348.87,1573.4058333333337,10,9,24,7,"Personal Loan, Home Equity Loan, Home Equity Loan, Payday Loan, Auto Loan, Payday Loan, and Mortgage Loan",28,16_,7.75,9.0,Bad,1440.67,34.39363194320198,6 Years and 10 Months,Yes,59.174881201404034,179.46355422321392,Low_spent_Small_value_payments,208.70214790871543,2023-11-01
CUS_0x18ea,38083.18,2924.598333333333,3,3,7,4,"Personal Loan, Credit-Builder Loan, Personal Loan, and Not Specified",14,9,8.81,5.0,Good,728.23,34.00645669600646,28 Years and 8 Months,No,91.9256691821617,344.7560636927992,Low_spent_Small_value_payments,145.77810045837245,2023-11-01
CUS_0x18fa,18524.52,1739.71,2,3,8,0,,14,5,11.58,3.0,Good,865.36,34.130146384427064,28 Years and 0 Months,No,0.0,169.170374663849,High_spent_Medium_value_payments,368.95098783380035,2023-11-01
CUS_0x19de,19140.25,1608.020833333333,8,6,18,5,"Personal Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",40,24,4.11,10.0,Bad,3152.24,34.02004868948303,13 Years and 3 Months,NM,53.745666205749465,18.41802881508054,High_spent_Large_value_payments,328.63838831250337,2023-11-01
CUS_0x1ab7,58424.97,4893.7475,6,3,17,3,"Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",8,20,10.52,1.0,_,52.98,27.60336287160076,15 Years and 9 Months,Yes,121.75289534398802,62.654671294546134,High_spent_Medium_value_payments,554.9671833614659,2023-11-01
CUS_0x1ab8,5539643.0,7181.34,6,4,10,1,Student Loan,28,20,11.34,4.0,Standard,729.69,30.839673688840577,29 Years and 11 Months,Yes,49.31112737580687,212.12549476390592,Low_spent_Medium_value_payments,204.4737701943976,2023-11-01
CUS_0x1afd,100191.36000000002,8058.280000000002,4,7,6,2,"Student Loan, and Mortgage Loan",28,21,13.61,2.0,Standard,496.71,38.11465193934604,20 Years and 3 Months,No,145.58144483866278,274.74106494355937,Low_spent_Large_value_payments,655.5054902177778,2023-11-01
CUS_0x1c40,66749.64,5379.47,6,4,9,3,"Debt Consolidation Loan, Auto Loan, and Payday Loan",25,12,10.88,10.0,Standard,303.85,33.13231736652826,12 Years and 0 Months,NM,89.78489450906727,598.0398973879776,!@9#%8,140.12220810295514,2023-11-01
CUS_0x1c65,90783.75,7727.3125,4,3,3,0,,26,18,-4.52,5.0,Good,54.93,41.292492556953015,21 Years and 11 Months,NM,0.0,51.69463275841549,High_spent_Large_value_payments,961.0366172415843,2023-11-01
CUS_0x1c96,43802.27_,3394.189166666666,4,7,2,4,"Not Specified, Debt Consolidation Loan, Mortgage Loan, and Payday Loan",9,0,8.45,3.0,Good,1208.7,32.112260927067986,32 Years and 6 Months,No,119.0778085721696,236.29947278481652,High_spent_Small_value_payments,391.99481624170403,2023-11-01
