Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1087,42153.13,3377.7608333333333,5,4,10,3,"Payday Loan, Not Specified, and Payday Loan",10,9,4.81,7.0,Good,1027.64,26.34447694521021,28 Years and 5 Months,No,79.29961145958775,80.62490239728156,High_spent_Small_value_payments,437.851569476464,2024-09-01
CUS_0x1138,154868.24,13051.686666666665,2,5,10,0,,14,3,4.16,6.0,Good,242.75,42.320068058227136,29 Years and 11 Months,No,0.0,759.5938772793154,!@9#%8,825.5747893873512,2024-09-01
CUS_0x121b,33209.27,2954.439166666666,1,6,8,2,"Debt Consolidation Loan, and Not Specified",24,4,8.99,4.0,_,743.65,30.248115138975468,17 Years and 5 Months,No,54.263163320411365,272.15103437127317,Low_spent_Small_value_payments,259.02971897498213,2024-09-01
CUS_0x1232,14937.49,1142.7908333333332,8,8,22,7,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",43,15,24.17,9.0,Bad,3699.44,23.12096333226524,13 Years and 9 Months,NM,50.9608782796448,104.14502372361288,Low_spent_Medium_value_payments,239.1731813300757,2024-09-01
CUS_0x140e,90894.08,7744.506666666667,5,5,1,4,"Personal Loan, Student Loan, Student Loan, and Payday Loan",9,13,10.12,5.0,Good,49.52,37.51833045736621,19 Years and 11 Months,No,259.74704062937474,237.86531641208202,High_spent_Medium_value_payments,526.83830962521,2024-09-01
CUS_0x1425,34758.2,2979.5166666666664,1,2,1169,3,"Not Specified, Student Loan, and Debt Consolidation Loan",3,7,8.81,1.0,_,1005.29,30.68952859697453,21 Years and 0 Months,No,79.56813193494618,167.2196210009926,Low_spent_Small_value_payments,341.16391373072787,2024-09-01
CUS_0x146a,25744.12,1923.3433333333328,6,4,14,1,Debt Consolidation Loan,7,19,7.16,1.0,Standard,1118.51,24.68769240711638,25 Years and 9 Months,NM,12.332013102869553,80.12216510115094,Low_spent_Medium_value_payments,379.8801551293129,2024-09-01
CUS_0x14c2,67978.8,5803.9000000000015,9,5,27,9,"Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",38,18,18.41,15.0,Bad,4683.95,31.20644298755257,9 Years and 2 Months,Yes,301.99215598439304,170.81448879553963,Low_spent_Medium_value_payments,387.58335522006746,2024-09-01
CUS_0x14f1,40701.88,3309.8233333333333,8,9,26,3,"Not Specified, Home Equity Loan, and Home Equity Loan",31,16,10.86,13.0,Standard,2052.1,32.78586748525254,6 Years and 6 Months,Yes,72.23857851158374,115.75631981036524,High_spent_Small_value_payments,402.9874350113844,2024-09-01
CUS_0x14f6,24466.5,2325.875,4,7,6,3,"Mortgage Loan, Payday Loan, and Not Specified",23,19,7.41,4.0,_,858.45,39.02210560847077,31 Years and 0 Months,Yes,41.12909336208091,51.898174392385776,High_spent_Small_value_payments,399.5602322455333,2024-09-01
CUS_0x161b,44732.58,3433.242497808285,6,3,28,3,"Student Loan, Debt Consolidation Loan, and Not Specified",28,12,19.48,8.0,Standard,2298.88,35.959978138696364,9 Years and 0 Months,NM,240.3357268031844,146.4027808648343,High_spent_Medium_value_payments,393.0054945236962,2024-09-01
CUS_0x165a,56831.76,4627.980000000001,5,6,6,1,Mortgage Loan,29,18,1.17,2.0,Standard,1179.08,25.53736592204616,29 Years and 6 Months,NM,37.50499252116236,182.64139544954082,Low_spent_Medium_value_payments,522.6516120292969,2024-09-01
CUS_0x1691,44744.0,3457.666666666666,3,3,10,0,,5,11,5.39,6.0,_,761.54,39.9018619671449,22 Years and 10 Months,No,0.0,109.40656611147983,High_spent_Medium_value_payments,486.3601005551868,2024-09-01
CUS_0x16b6,72936.68,5800.056666666666,0,2,12,1,Student Loan,5,7,11.47,0.0,_,827.89,37.470133941216176,31 Years and 11 Months,No,51.67217487530971,267.0235482457483,High_spent_Small_value_payments,521.3099435456087,2024-09-01
CUS_0x16ee,115476.12,9851.01,1,7,5,0,,0,8,9.58,0.0,_,162.9,36.59139936356954,31 Years and 8 Months,No,0.0,__10000__,!@9#%8,715.9654888802334,2024-09-01
CUS_0x1750,10021.72,501.9621113240513,7,8,32,7,"Home Equity Loan, Payday Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, and Auto Loan",22,21,8.97,16.0,Bad,2150.61,26.90727486576623,5 Years and 10 Months,Yes,93.1677670298342,22.282136134899627,Low_spent_Medium_value_payments,265.54565217788155,2024-09-01
CUS_0x1768,112080.48,9211.04,2,4,7,2,"Debt Consolidation Loan, and Payday Loan",4,12,11.69,3.0,Good,1360.45,27.536479758888053,21 Years and 4 Months,No,105.3645555985702,342.2556565574121,High_spent_Medium_value_payments,723.4837878440178,2024-09-01
CUS_0x17fc,71102.8,6185.233333333334,2,1,5,0,,14,2,8.73,2.0,Good,830.07,33.2217336181301,21 Years and 0 Months,No,0.0,504.0114264717449,Low_spent_Small_value_payments,404.5119068615884,2024-09-01
CUS_0x1821,15157.25,1092.1041666666667,8,10,24,5,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",52,24,6.01,6.0,Bad,1448.71,34.153707951551425,5 Years and 9 Months,Yes,41.935689192380345,95.69219920753088,Low_spent_Small_value_payments,261.58252826675545,2024-09-01
CUS_0x1883,61238.32,5006.193333333334,10,10,30,2,"Mortgage Loan, and Student Loan",22,20,6.74,10.0,_,1910.97,28.534856528294767,15 Years and 0 Months,Yes,52.3618894736481,189.87376005761996,Low_spent_Large_value_payments,528.3836838020653,2024-09-01
CUS_0x1884,20883.55,1654.2958333333331,10,9,20,5,"Not Specified, Student Loan, Debt Consolidation Loan, Not Specified, and Not Specified",38,22,18.86,15.0,Bad,2803.61,36.013909567157114,7 Years and 3 Months,Yes,76.52833195529703,172.4947068694107,Low_spent_Small_value_payments,206.40654450862561,2024-09-01
