Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1037,15989.085,1086.42375,5,4,2,4,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13,15,0.5,3.0,Good,665.82,40.69769934536393,19 Years and 9 Months,No,33.797020629881075,80.46523951443457,Low_spent_Small_value_payments,284.3801148556844,2023-01-01
CUS_0x1069,58637.34,4799.445,4,6,10,119,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,5.0,Standard,208.8,25.23314363376225,30 Years and 8 Months,Yes,139.8850133927109,165.21061289035896,High_spent_Small_value_payments,434.8488737169301,2023-01-01
CUS_0x114a,15305.46,1230.455,0,7,2,2,"Student Loan, and Home Equity Loan",14,2,15.95,0.0,Good,642.42_,27.52511297681479,15 Years and 9 Months,No,20.301653868439384,64.77848007633177,Low_spent_Small_value_payments,327.96536605522886,2023-01-01
CUS_0x1184,19867.475,1396.6229166666665,3,5,11,3,"Student Loan, Mortgage Loan, and Payday Loan",10,9,6.74,4.0,Good,707.29,26.68978981173729,32 Years and 8 Months,No,42.60688196261637,23.460944042729498,!@9#%8,313.5944656613208,2023-01-01
CUS_0x1297,57738.06_,4881.505,9,8,30,9,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",61,24,14.27,11.0,Bad,3916.47,25.74214265617326,13 Years and 8 Months,Yes,296.2841357039575,53.82117764831425,High_spent_Medium_value_payments,388.04518664772837,2023-01-01
CUS_0x12fb,26342.91,1949.2425,6,7,7,1,Credit-Builder Loan,23,14,17.6,3.0,Standard,397.9,33.21173803384935,22 Years and 0 Months,Yes,57567.0,48.05730642437603,High_spent_Large_value_payments,365.2837329906362,2023-01-01
CUS_0x1325,35823.96,2937.33,6,547,22,5,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39,17,7.35,8.0,Bad,3029.92,31.56717092224887,9 Years and 9 Months,Yes,112.43578465602695,148.5160712146269,High_spent_Small_value_payments,292.7811441293461,2023-01-01
CUS_0x1341,15341.895,1035.49125,6,7,3,1,Debt Consolidation Loan,20,8,7.71,2.0,_,1152.71,24.134405197385306,21 Years and 4 Months,NM,6.9819930191464366,81.56430854657756,Low_spent_Medium_value_payments,295.002823434276,2023-01-01
CUS_0x1375,72524.2,5908.6833333333325,6,5,17,3,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",46,23,8.74,9.0,Bad,2699.4,23.070388419207724,15 Years and 4 Months,Yes,153.03345685022464,606.456526110112,Low_spent_Medium_value_payments,111.37835037299669,2023-01-01
CUS_0x13a8,97059.0,8295.25,3,2,9,0,,9,10,9.94,5.0,Good,192.99,39.9399690577729,33 Years and 5 Months,No,0.0,210.61939263928315,High_spent_Large_value_payments,858.905607360717,2023-01-01
CUS_0x13ef,18666.56,1323.5466666666666,3,4,11,4,"Student Loan, Student Loan, Payday Loan, and Credit-Builder Loan",3,5,8.67,2.0,_,770.81,35.323932281342515,32 Years and 3 Months,No,58.88604405341314,106.0887435702923,Low_spent_Small_value_payments,257.37987904296125,2023-01-01
CUS_0x1440,7780.49_,368.37416666666667,8,5,33,7,"Personal Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",59,17,25.55,6.0,Bad,4108.42,35.14726508111757,12 Years and 9 Months,Yes,38.10787109936564,19.930898272426518,Low_spent_Large_value_payments,248.79864729487448,2023-01-01
CUS_0x1443,88120.12_,7377.343333333332,5,6,15,4,"Student Loan, Personal Loan, Auto Loan, and Student Loan",6,14,7.48,2.0,Standard,534.85,26.82895367253983,33 Years and 8 Months,No,164.97877677347282,99.24594537260504,High_spent_Large_value_payments,713.5096111872554,2023-01-01
CUS_0x145a,41587.37,3704.614166666666,5,4,3,2,"Not Specified, and Mortgage Loan",5,7,2.27,4.0,Good,1353.86,26.19892581796853,16 Years and 6 Months,No,68.53991441286563,45.79845680007501,High_spent_Medium_value_payments,506.12304545372604,2023-01-01
CUS_0x1492,9134.415,1051.20125,5,10,15,3,"Payday Loan, Mortgage Loan, and Student Loan",18,4106,13.19,6.0,Standard,1621.28,33.778793632180594,16 Years and 2 Months,Yes,15.953677342376665,92.90908063119731,Low_spent_Small_value_payments,286.25736702642604,2023-01-01
CUS_0x153d,8538.405_,992.53375,7,5,30,6,"Payday Loan, Not Specified, Payday Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",31,23,24.73,9.0,Bad,4171.09,29.328462445595303,1 Years and 9 Months,Yes,27.17578271122804,35.10347976973206,Low_spent_Small_value_payments,326.97411251903986,2023-01-01
CUS_0x1567,19363.33,1904.6108333333327,8,6,5059,2_,"Credit-Builder Loan, and Home Equity Loan",7,17,18.31,10.0,Standard,111.66,24.39482849248252,14 Years and 6 Months,NM,30.69393121665364,49.63467701403961,High_spent_Medium_value_payments,360.13247510264017,2023-01-01
CUS_0x15ad,82316.18,6625.681666666666,0,5,4,3,"Not Specified, Debt Consolidation Loan, and Payday Loan",23,12,11.0,2.0,Good,42.98,31.78869229605427,18 Years and 4 Months,No,133.89375865962722,161.2076553336561,High_spent_Large_value_payments,607.4667526733832,2023-01-01
CUS_0x1630,17706148.0,6943.133333333334,4,6,10,6,"Not Specified, Student Loan, Personal Loan, Not Specified, Not Specified, and Debt Consolidation Loan",9,10,16.55,5.0,Standard,377.05,32.08662335207269,11 Years and 2 Months,Yes,340.2877299893213,396.248174376382,Low_spent_Medium_value_payments,237.77742896763016,2023-01-01
CUS_0x169c,11646.925,1135.5770833333331,7,4,7,0,,26,9,4.54,6.0,Good,782.26,24.48812158019279,32 Years and 11 Months,No,0.0,72.28518863901448,Low_spent_Large_value_payments,311.2725196943188,2023-01-01
CUS_0x169d,8637.095,644.7579166666667,5,7,14,4,"Home Equity Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",18,11,9.25,7.0,_,2039.13,37.53093748017479,7 Years and 10 Months,Yes,27.447179408988763,18.896407401765376,Low_spent_Medium_value_payments,298.1322048559125,2023-01-01
