Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10dd,105645.6,9090.8,4,3,5,4,"Credit-Builder Loan, Student Loan, Payday Loan, and Personal Loan",28,19,2.41,4.0,_,1336.91,40.455481525263146,21 Years and 4 Months,No,315.40610064414074,170.89918722293208,High_spent_Large_value_payments,662.7747121329272,2024-06-01
CUS_0x1109,76284.72,6451.06,6,10,18,6,"Home Equity Loan, Credit-Builder Loan, Auto Loan, Not Specified, Payday Loan, and Mortgage Loan",24,12,6.69,11.0,Standard,1957.32,29.3644336737857,20 Years and 1 Months,Yes,222.95900228494304,163.64946924134182,High_spent_Medium_value_payments,508.4975284737153,2024-06-01
CUS_0x1286,33642.07,2509.505833333333,7,3,12,2,"Debt Consolidation Loan, and Not Specified",22,8,0.13999999999999968,8.0,Standard,696.57,32.07386883283608,22 Years and 11 Months,No,29.563932494323076,__10000__,High_spent_Medium_value_payments,430.54897056002716,2024-06-01
CUS_0x12a8,103092.27,8311.0225,3,6,10,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",22,15,15.53,4.0,Standard,300.65,39.79152936733932,13 Years and 8 Months,Yes,328.6048363557977,65.92393372719343,High_spent_Large_value_payments,676.5734799170089,2024-06-01
CUS_0x1309,106876.77,9149.3975,4,5,12,1,Not Specified,21,20,8.24,4.0,Good,356.07,32.777617530254595,29 Years and 5 Months,No,62.24258065692497,119.84314095421905,High_spent_Large_value_payments,972.854028388856,2024-06-01
CUS_0x13f8,145858.88,11878.906666666668,5,4,7,4,"Auto Loan, Student Loan, Credit-Builder Loan, and Personal Loan",0,6,5.91,1.0,_,1321.93,39.01039483171687,30 Years and 4 Months,No,262.4006748778315,169.49535715112248,High_spent_Large_value_payments,995.9946346377127,2024-06-01
CUS_0x1472,15512.055,1431.67125,3,4,13,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",10,9,16.95,9.0,Standard,865.3_,34.679209378948634,12 Years and 0 Months,Yes,48.133044776219066,182.13603131235172,Low_spent_Small_value_payments,202.89804891142919,2024-06-01
CUS_0x15a3,16490.8,1574.2333333333331,1,3,5,2,"Student Loan, and Payday Loan",6,8,-3.5,3.0,Good,1015.0,27.120114277847787,21 Years and 6 Months,No,17.109480302380938,136.75095359031434,Low_spent_Small_value_payments,293.56289944063803,2024-06-01
CUS_0x15f4,93712.29,7832.357500000001,6,4,10,0,,15,20,15.44,5.0,Standard,20.09,37.13005147786682,30 Years and 11 Months,Yes,33406.0,623.3370685259705,Low_spent_Medium_value_payments,439.8986814740297,2024-06-01
CUS_0x15f8,69840.02,5874.001666666668,6,5,10,1,Payday Loan,21,8,8.42,4.0,Good,651.86,40.276293162818725,19 Years and 2 Months,No,49.69735077100569,161.05925223455645,!@9#%8,630.79550530822,2024-06-01
CUS_0x1640,102910.11000000002,8707.8425,7,6,11,2,"Home Equity Loan, and Mortgage Loan",29,15,19.1,8.0,Standard,930.24,32.1791560489744,20 Years and 4 Months,Yes,166.0483202490832,649.914332776222,Low_spent_Medium_value_payments,334.821596974695,2024-06-01
CUS_0x1699,59962.52,4976.876666666666,3,7,28,5,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Not Specified",26,12,_,11.0,Standard,2660.36,34.1706405487926,17 Years and 3 Months,Yes,140.262837637688,120.56930022871886,!@9#%8,506.8555288002598,2024-06-01
CUS_0x16b1,67412.2,5911.6833333333325,6,5,7,2,"Credit-Builder Loan, and Home Equity Loan",23,12,18.7,9.0,Standard,858.85,37.420087939224615,28 Years and 9 Months,Yes,106.59293418922586,__10000__,High_spent_Medium_value_payments,508.8714529394218,2024-06-01
CUS_0x16c4,8473.795,512.1495833333332,4,7,7,-100,"Mortgage Loan, Personal Loan, and Not Specified",20,14,12.78,10.0,Standard,1040.14,35.327899012644245,17 Years and 9 Months,Yes,16.79884713235609,25.57495899263232,!@9#%8,298.84115220834485,2024-06-01
CUS_0x16d5,14313.74,1334.8116666666667,7,6,31,-100,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Payday Loan",38,17,26.71,15.0,Bad,4050.69,35.64987453930428,11 Years and 8 Months,Yes,42.015066735495374,110.94003759909828,Low_spent_Small_value_payments,270.52606233207297,2024-06-01
CUS_0x172d,57242.61,4625.2175,9,7,19,-100,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",42,24,26.33,12.0,_,4841.18,30.552235938606056,7 Years and 10 Months,Yes,144.39087940232832,162.4163499489906,High_spent_Medium_value_payments,405.714520648681,2024-06-01
CUS_0x1743,42527.04,3374.92,8,6,22,7,"Auto Loan, Home Equity Loan, Not Specified, Not Specified, Student Loan, Mortgage Loan, and Mortgage Loan",22,18,18.9,15.0,Bad,4193.78,25.462765121710085,11 Years and 0 Months,Yes,230.2689335553484,75.47368229286906,High_spent_Medium_value_payments,281.7493841517825,2024-06-01
CUS_0x17e9,67841.78,5562.481666666668,8,3,14,4,"Payday Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",28,17,2.35,3.0,Standard,1475.39,36.470892402968616,27 Years and 4 Months,NM,177.35078973790849,214.02515605972806,!@9#%8,424.8722208690302,2024-06-01
CUS_0x17f3,83355.33,7208.2775,6,4,8,2,"Not Specified, and Mortgage Loan",11,15,10.07,4.0,Standard,677.27,26.03671344724589,30 Years and 2 Months,Yes,75.96957344024112,236.9426392136372,High_spent_Small_value_payments,667.9155373461217,2024-06-01
CUS_0x180f,30028.29,2286.3575,3,6,10,4,"Personal Loan, Student Loan, Personal Loan, and Home Equity Loan",15,19,17.65,11.0,Standard,1410.84,35.26048980738896,7 Years and 3 Months,Yes,76.32040533141058,__10000__,Low_spent_Medium_value_payments,255.02433535156348,2024-06-01
CUS_0x18ab,14840.5,1501.708333333333,9,8,25,9,"Not Specified, Home Equity Loan, Auto Loan, Payday Loan, Student Loan, Personal Loan, Mortgage Loan, Not Specified, and Auto Loan",11,22,22.07,7.0,Bad,2685.41,27.710281666743235,12 Years and 3 Months,Yes,84.42084263040881,191.19544730794087,Low_spent_Small_value_payments,164.55454339498357,2024-06-01
CUS_0x18e8,19633.03,1760.085833333333,6,8,28,7,"Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",30,19,20.72,11.0,_,4381.85,32.31899021467071,5 Years and 8 Months,Yes,74.7678592309555,111.92422188676868,High_spent_Small_value_payments,249.31650221560918,2024-06-01
CUS_0x1a4b,19958.32,1411.1933333333334,1279,7,26,7,"Auto Loan, Student Loan, Home Equity Loan, Payday Loan, Payday Loan, Student Loan, and Debt Consolidation Loan",52,24,1.9,6.0,Bad,4753.48,37.128019888272384,4 Years and 11 Months,Yes,94.81042935216465,48.63739475294326,!@9#%8,187.9898370040933,2024-06-01
CUS_0x1a9f,10062.82,696.5683333333333,10,7,18,55,"Not Specified, Personal Loan, Mortgage Loan, Mortgage Loan, and Student Loan",34,6,18.18,15.0,Standard,2089.58,37.06446138429224,8 Years and 11 Months,NM,23.83120523507866,46.276069540183926,Low_spent_Large_value_payments,269.54955855807066,2024-06-01
CUS_0x1b0a,30988.61,2786.3841666666667,5,3,11,0,,13,3,7.32,3.0,_,820.56,33.855524250500395,17 Years and 9 Months,No,0.0,35.986838318305416,High_spent_Medium_value_payments,492.6515783483612,2024-06-01
CUS_0x1b88,20835.39,1707.2825,3,3,1,4,"Auto Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",17,12,11.64,5.0,Good,1491.94,33.175979949114605,22 Years and 10 Months,No,36.000986785098874,93.67044107940329,Low_spent_Small_value_payments,331.05682213549784,2024-06-01
CUS_0x1b8a,44927.86,3687.988333333333,4,6,6,3,"Not Specified, Personal Loan, and Debt Consolidation Loan",7,8,5.55,0.0,Good,762.62,33.03308334386134,21 Years and 4 Months,No,102.19032878254336,78.43785492350405,High_spent_Medium_value_payments,438.17064962728585,2024-06-01
CUS_0x1d51,69563.34_,5738.945,1,4,2,3,"Debt Consolidation Loan, Auto Loan, and Mortgage Loan",7,8,5.94,3.0,Good,164.52,31.876925296905053,19 Years and 5 Months,No,137.77806738072866,89.74145250964395,High_spent_Medium_value_payments,596.3749801096274,2024-06-01
CUS_0x1f00,25428.7,2016.0583333333327,5,4,15,6,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",6,18,4.7799999999999985,8.0,Standard,1167.79,36.028125553031366,12 Years and 8 Months,Yes,85.08819787325076,236.68960864015233,Low_spent_Small_value_payments,169.8280268199303,2024-06-01
CUS_0x1f33,69860.18,5620.681666666666,4,5,11,3,"Personal Loan, Credit-Builder Loan, and Auto Loan",12,13,9.85,8.0,Standard,859.03,42.544292708986696,11 Years and 9 Months,Yes,92.558978012828,__10000__,High_spent_Medium_value_payments,534.7160450382132,2024-06-01
CUS_0x2010,109563.36000000002,9271.28,4,3,9,1,Home Equity Loan,0,12,8.74,6.0,Good,214.57,35.22032417889132,25 Years and 0 Months,No,84.18834626167323,492.12494892210367,Low_spent_Large_value_payments,620.8147048162232,2024-06-01
CUS_0x2080,16047.01,1361.2508333333333,7,3,19,1,Credit-Builder Loan,4,12,12.89,8.0,Standard,183.15,32.86055546912589,23 Years and 9 Months,Yes,8.245353566398231,182.6282135778856,Low_spent_Small_value_payments,235.25151618904957,2024-06-01
CUS_0x20c8,113630.4,9719.2,4,5,5,0,,7,8,9.8,4.0,Good,115.38,34.70454243293076,27 Years and 6 Months,No,0.0,138.41940322973988,High_spent_Medium_value_payments,1083.5005967702602,2024-06-01
CUS_0x2141,14235.22,975.2683333333332,10,8,25,2,"Mortgage Loan, and Not Specified",21,23,-0.16000000000000014,11.0,Bad,2072.25,23.806075487259804,13 Years and 0 Months,Yes,18.49661877239892,63.984177519482785,High_spent_Small_value_payments,275.0460370414516,2024-06-01
CUS_0x21f2,144686.0,12306.166666666664,8,5,5,7,"Not Specified, Not Specified, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",16,13,13.07,5.0,Standard,605.05,36.44725388005448,11 Years and 2 Months,Yes,818.529004678328,229.14370312794773,High_spent_Large_value_payments,422.9439588603911,2024-06-01
CUS_0x2353,31937.62,2394.468333333333,5,3,15,2,"Student Loan, and Mortgage Loan",15,11,17.37,10.0,Standard,1934.42,34.28741678279668,10 Years and 4 Months,Yes,35.389514711926815,42.221561753134594,High_spent_Small_value_payments,421.83575686827186,2024-06-01
CUS_0x238c,38269.83,3010.1525,3,1,9,1,Payday Loan,-1,9,7.6,3.0,Good,1144.21,39.1370688463856,20 Years and 5 Months,No,26.53225597495757,70.52524342029031,High_spent_Large_value_payments,443.9577506047522,2024-06-01
CUS_0x23a4,53876.88,4566.74,8,7,19,5,"Personal Loan, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",53,11,19.96,14.0,_,1341.25,24.002396917687435,19 Years and 9 Months,Yes,18868.0,221.0114903304504,High_spent_Small_value_payments,326.9528020932087,2024-06-01
CUS_0x23ad,42072.75,3263.0625,3,6,9,3_,"Personal Loan, Home Equity Loan, and Mortgage Loan",16,4,10.97,6.0,Good,689.65,38.16731368632811,31 Years and 2 Months,No,87.08162159291477,59.43630441513774,High_spent_Large_value_payments,419.7883239919476,2024-06-01
CUS_0x23ff,69050.52,5722.21,3,3,10,0,,17,18,8.1,3.0,Good,1382.56,26.99983915659818,30 Years and 4 Months,NM,0.0,138.68829567484732,High_spent_Medium_value_payments,683.5327043251527,2024-06-01
CUS_0x240c,32364.58,2572.0483333333336,9,10,18,5,"Not Specified, Home Equity Loan, Personal Loan, Student Loan, and Personal Loan",66,18,17.15,11.0,Bad,2527.33,25.023919887686247,9 Years and 10 Months,Yes,16581.0,193.58372334726815,Low_spent_Large_value_payments,220.4924113964988,2024-06-01
